,,,,,,,,,,
"医療機関
コード",医療機関名称,郵便番号,住所,電話番号,院内接種,,,出張接種,,
A130271,医療法人社団　健徳会　わかばクリニック,106-0032,"東京都港区六本木７－１５－１０
クローバービル６Ｆ",03(5786)4011,"3,080 ",○,0ヵ月以上,×,,
A130083,（医）桜倫会　麻布整形外科クリニック,106-0045,"東京都港区麻布十番３－６－９
ヒルサイド麻布１階",03(5765)2020,"3,000 ",×,,×,,
A130885,医療法人社団ヴェリタス・メディカル・パートナーズ　麻布医院,106-0045,"東京都港区麻布十番１－１１－１
エスティメゾン麻布十番３階",03(5545)8177,"3,080 ",○,満15歳以上,×,,
A130637,高津クリニック,106-0046,東京都港区元麻布１－３－３－Ｂ１,03(3798)2525,"3,080 ",○,満1歳以上,×,,
A130133,医療法人財団厚生会　古川橋病院,106-8581,東京都港区南麻布２－１０－２１,03(3453)5011,"3,080 ",○,満16歳以上,×,,
A130586,医療法人順齢会　赤坂おだやかクリニック,107-0052,"東京都港区赤坂５－３－１
赤坂Ｂｉｚタワー２階",03(6234)0511,"3,080 ",○,0ヵ月以上,×,,
A130285,赤坂ＡＡクリニック,107-0052,"東京都港区赤坂３－１３－１０
新赤坂ビル５Ｆ",03(3585)1211,"3,080 ",○,満1歳以上,×,,
A130458,山王精神医学心理学研究所　鈴泉クリニック,107-0052,"東京都港区赤坂２－９－３
第一松浦ビル３Ｆ",03(5561)6211,"3,000 ",○,満16歳以上,×,,
A130522,医療法人社団　赤坂記念小澁会　メディカルスクエア赤坂,107-0052,東京都港区赤坂２－１７－１７,03(3585)0365,"3,000 ",○,満16歳以上,○,"3,000 ",1事業所1回訪問50名以上
A130383,医療法人社団　大星会　大星クリニック,107-0052,"東京都港区赤坂２－９－１１
オリックス赤坂２丁目ビルＢ１",03(6426)5933,"3,080 ",○,満1歳以上,○,"3,080 ",1事業所1回訪問50名以上
A130241,医療法人社団　順幸会　小林メディカルクリニック東京,107-0052,"東京都港区赤坂２－３－５
赤坂スターゲイトプラザ２階",03(3589)3717,"3,080 ",○,満18歳以上,×,,
A130894,中山医院,107-0062,東京都港区南青山３－１４－１９,03(6434)5122,"3,080 ",○,満18歳以上,×,,
A130012,一般財団法人　産業医学研究財団　アークヒルズクリニック,107-6003,"東京都港区赤坂１－１２－３２
アーク森ビル３Ｆ",03(3505)5151,"3,080 ",×,,×,,
A130712,医療法人社団ミッドタウンクリニック　東京ミッドタウンクリニック,107-6206,"東京都港区赤坂９－７－１
ミッドタウン・タワー６Ｆ",03(5413)0080,"3,080 ",○,満16歳以上,○,"3,080 ",1事業所1回訪問100名以上
A130076,医療法人社団　重宣会　鈴木胃腸消化器クリニック,108-0014,東京都港区芝５－２７－１,03(3455)6188,"3,000 ",○,満15歳以上,×,,
A130786,医療法人社団勝優会　たまち徳栄ビルクリニック,108-0014,"東京都港区芝５－３３－７
徳栄ビル　地下１階",03(6435)2331,"3,000 ",○,満15歳以上,×,,
A130877,医療法人社団白慈会　白金坂の上診療所,108-0071,"東京都港区白金台４－７－８
ストーリア白金２階",03(3447)3232,"3,080 ",○,満1歳以上,×,,
A130814,一般財団法人　ライフ・プランニング・センター　聖路加国際病院サテライトクリニック,108-0073,"東京都港区三田３－１２－１２
笹川記念会館１１階",03(3454)5068,"3,080 ",○,満18歳以上,×,,
A130357,医療法人社団　康寿会　堀産婦人科,108-0074,東京都港区高輪３－７－８,03(3449)3541,"3,000 ",×,,×,,
A130384,横尾内科医院,108-0074,東京都港区高輪３－５－２０－１Ｆ,03(3441)0435,"3,000 ",○,満10歳以上,×,,
A130125,医療法人　健仁会　ワールド・シティー益子クリニック,108-0075,"東京都港区港南４－６－７
キャピタルタワー３階",03(5783)0331,"3,080 ",○,満1歳以上,×,,
A130062,医療法人社団　せいおう会　鶯谷健診センター,110-0003,東京都台東区根岸２－１９－１９,03(3873)9190,"3,080 ",×,,×,,
A130765,一般社団法人　オリエンタル労働衛生協会東京支部　オリエンタル上野健診センター,110-0005,東京都台東区上野１－２０－１１,03(5816)0711,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問150名以上
A130149,公益財団法人愛世会愛誠病院　上野クリニック,110-0015,"東京都台東区東上野２－１８－６
常盤ビル２Ｆ３Ｆ",03(3834)3518,"3,000 ",×,,×,,
A130846,医療法人社団　哺育会　浅草病院,111-0025,東京都台東区東浅草１－１０－１２,03(3876)1711,"3,080 ",○,満15歳以上,×,,
A130389,医療法人社団　康裕会　浅草クリニック,111-0032,東京都台東区浅草４－１１－６,03(3876)3600,"3,080 ",○,満1歳以上,×,,
A130752,医療法人社団　英恵会　山田英明下町クリニック,111-0035,"東京都台東区西浅草３－１６－６
岩岡ビル１階",03(5806)3077,"3,080 ",○,満6歳以上,×,,
A130549,四丁目クリニック,111-0041,"東京都台東区元浅草４－６－４
大塚ビル２Ｆ",03(5827)5678,"3,000 ",○,満1歳以上,×,,
A130165,くろだ医院,112-0001,"東京都文京区白山５－３６－９
白山麻の実ビル２Ｆ",03(5804)3211,"3,000 ",○,満6歳以上,○,"3,000 ",1事業所1回訪問30名以上
A130121,医療法人社団　同友会,112-0002,東京都文京区小石川１－１２－１６,03(3816)5840,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問100名以上
A130784,小石川循環器内科クリニック,112-0002,東京都文京区小石川２－２４－１４,03(6801)8450,"3,080 ",○,満1歳以上,×,,
A130739,友成第二医院,112-0012,"東京都文京区大塚５－４０－１８
友成フォーサイトビル１Ｆ",03(3941)8583,"3,000 ",○,満1歳以上,×,,
A130641,松平小児科,112-0014,東京都文京区関口１－１５－９,03(3267)4077,"3,000 ",○,0ヵ月以上,×,,
A130563,かみやレディースクリニック,113-0021,"東京都文京区本駒込２－１０－７
濱田ビル１Ｆ",03(5977)8811,"3,080 ",○,満15歳以上,×,,
A130560,エミング千駄木クリニック,113-0022,"東京都文京区千駄木３－４２－１６－２
階",03(5834)2652,"3,000 ",○,満1歳以上,×,,
A130639,医療法人社団　真寿会　田代医院,113-0023,東京都文京区向丘２－２０－３,03(3823)0871,"3,000 ",○,満3歳以上,×,,
A130105,ダイナメディカル根津クリニック,113-0031,"東京都文京区根津２－１４－９
ダイナシティ文京根津１Ｆ",03(5815)8687,"3,080 ",○,満16歳以上,×,,
A130011,一般財団法人　近藤記念医学財団富坂診療所,113-0033,東京都文京区本郷１－３３－９,03(3814)2662,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問50名以上
A130866,心陽クリニック,113-0033,"東京都文京区本郷２－２９－３
ＵＫ’Ｓビル３階",03(6801)6160,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問50名以上
A130107,医療法人社団　七星会　カスガメディカルクリニック,113-0033,"東京都文京区本郷４－２４－８
春日タワービル５Ｆ",03(5689)8211,"3,080 ",×,,○,"3,080 ",1事業所1回訪問100名以上
A130798,御茶ノ水ファミリークリニック,113-0034,"東京都文京区湯島１－９－１４
プチモンドお茶の水８階",03(5844)1401,"3,080 ",○,6ヵ月以上,×,,
A130803,医療法人社団　聖桐会　御茶ノ水聖橋クリニック,113-0034,"東京都文京区湯島１－９－１５
茶州ビル２Ｆ",03(5689)6811,"3,080 ",○,満12歳以上,×,,
A130579,医療法人社団　健診会　東京メディカルクリニック,114-0023,東京都北区滝野川６－１４－９,03(5980)0850,"3,000 ",○,満15歳以上,○,"3,000 ",1事業所1回訪問50名以上
A130205,医療法人社団　健風会　奥田クリニック,114-0023,"東京都北区滝野川７－８－１
ラフィネジュ板橋駅前１Ｆ",03(5907)3030,"3,080 ",○,満1歳以上,×,,
A130865,おひさまこどもクリニック,114-0034,東京都北区上十条１－１９－８,03(6454)3511,"3,080 ",○,満1歳以上,×,,
A130100,医療法人社団　十条銀座診療所,114-0034,東京都北区上十条２－２７－１７,03(3908)1826,"3,080 ",×,,×,,
A130878,医療法人社団碧桐会　北本通り内科クリニック,115-0042,"東京都北区志茂５－４－７
メゾンダジュール１階",03(5249)3133,"2,000 ",○,満12歳以上,×,,
A130177,赤羽牧洋記念クリニック,115-0045,東京都北区赤羽１－１１－２,03(3598)6697,"3,080 ",○,満1歳以上,×,,
A130493,北部セントラル病院,115-0045,東京都北区赤羽１－３８－５,03(3902)2131,"3,080 ",○,満6歳以上,○,"3,080 ",1事業所1回訪問40名以上
A130216,医療法人社団　生栄会　赤羽台診療所,115-0053,東京都北区赤羽台１－５－２２,03(3900)3741,"3,080 ",○,0ヵ月以上,×,,
A130144,医療法人社団美誠会　荒川病院,116-0001,東京都荒川区町屋８－２０－３,03(5901)1171,"3,080 ",×,,×,,
A130081,（医）久悠眞会　山本医院,116-0001,東京都荒川区町屋４－８－４,03(3895)5365,"3,080 ",×,,×,,
A130130,医療法人社団　桂文会　ＫＢメディカルドック,116-0001,"東京都荒川区町屋１－１－９
メディカルセンターＭｅｄｉｕｍ町屋",03(3895)8808,"3,080 ",○,満6歳以上,×,,
A130819,医療法人社団　久木留医院,116-0003,東京都荒川区南千住６－５３－８,03(3891)4639,"3,000 ",○,満1歳以上,×,,
A130335,もりのひと　心の医療科クリニック,116-0011,東京都荒川区西尾久２－２－５,03(6906)9107,"3,000 ",×,,×,,
A130174,小山内科医院,116-0014,"東京都荒川区東日暮里
１－５－１０－３Ａ",03(5850)2030,"3,000 ",○,満1歳以上,×,,
A130398,髙井医院,116-0014,東京都荒川区東日暮里４－２６－７,03(3807)8131,"3,080 ",○,3ヵ月以上,×,,
A130206,おおしま内科クリニック,120-0003,東京都足立区東和５－８－１１－１Ｆ,03(5697)0051,"3,000 ",○,満7歳以上,×,,
A130054,医療法人社団　俊秀会　エヌ・ケイ・クリニック,120-0005,"東京都足立区綾瀬３－７－１５
岩崎ビル２階",03(3620)2034,"3,080 ",○,満16歳以上,○,"3,080 ",1事業所1回訪問50名以上
A130531,（医）寿泉会　旭医院,120-0026,東京都足立区千住旭町９－１５,03(3888)3508,"3,080 ",○,満1歳以上,×,,
A130264,よしざわ整形外科クリニック,121-0012,東京都足立区青井６－４－２,03(3889)3355,"3,000 ",○,満1歳以上,×,,
A130188,医療法人社団　久光会　久光クリニック,121-0075,"東京都足立区一ツ家２－２０－１０
ウィンザーパレス１Ｆ",03(5831)0502,"3,080 ",○,満3歳以上,×,,
A130238,矢野内科クリニック,123-0842,東京都足立区栗原３－３０－８,03(3854)0823,"3,000 ",×,,×,,
A130082,医療法人社団　けいせい会　東京北部病院,123-0872,東京都足立区江北６－２４－６,03(3854)3181,"3,080 ",○,満13歳以上,×,,
A130675,清水クリニック,124-0003,東京都葛飾区お花茶屋１－１－９,03(3601)6097,"3,000 ",○,満1歳以上,×,,
A130806,医療法人社団さわやか済世　葛飾健診センター,124-0012,東京都葛飾区立石２－３６－９,03(3693)7676,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問100名以上
A130780,医療法人財団　健和会　四ツ木診療所,124-0014,東京都葛飾区東四つ木４－４５－１６,03(3694)1661,"3,080 ",○,満13歳以上,×,,
A130628,医療法人社団　睦会　おくど内科クリニック,124-0022,"東京都葛飾区奥戸２－１６－７
米山ビル２Ｆ",03(3691)0910,"3,080 ",○,満12歳以上,×,,
A130377,医療法人社団昭浩会　宇野耳鼻咽喉科医院,124-0023,東京都葛飾区東新小岩５－１－５,03(3697)5227,"3,080 ",○,満1歳以上,×,,
A130568,新小岩内科診療所,124-0024,東京都葛飾区新小岩１－５１－２,03(5607)2489,"3,080 ",○,満6歳以上,×,,
A130883,社会福祉法人仁生社　かつしか江戸川病院,125-0054,東京都葛飾区高砂３－２７－１３,03(3672)1046,"3,000 ",○,満13歳以上,×,,
A130408,巷岡クリニック,125-0061,東京都葛飾区亀有３－１３－３,03(3602)2751,"3,000 ",○,満7歳以上,×,,
A130790,医療法人社団ナイズ　キャップスクリニック亀有,125-0061,"東京都葛飾区亀有３－２６－１
リリオ館６階",03(5629)6811,"3,000 ",○,6ヵ月以上,×,,
A130853,医療法人社団　新友会　亀有メディカルクリニック,125-0061,"東京都葛飾区亀有３－２６－１
イトーヨーカドーリリオ館６階",03(6231)2905,"3,080 ",○,満18歳以上,×,,
A130407,医療法人社団一義会　眼科かじわらアイ・ケア・クリニック,130-0012,"東京都墨田区太平４－１－２
オリナスモール４Ｆ",03(3626)1928,"3,080 ",○,満1歳以上,×,,
A130530,きたづめクリニック,130-0012,東京都墨田区太平３－１０－６,03(5819)1221,"3,000 ",○,満10歳以上,×,,
A130729,すぎ内科クリニック,130-0014,東京都墨田区亀沢１－５－９,03(5819)8820,"3,000 ",○,満10歳以上,×,,
A130718,両国耳鼻咽喉科・アレルギー科,130-0021,"東京都墨田区緑１－１４－４
両国ＴＹビル２Ｆ",03(6659)4187,"2,500 ",○,満1歳以上,×,,
A130892,医療法人社団千秋双葉会　東京シティクリニック両国,130-0021,"東京都墨田区緑１－１４－４
両国ＴＹビル９階・１０階",03(5638)3377,"3,000 ",○,満1歳以上,×,,
A130524,医療法人社団　三恵寿会　３Ｓメディカルクリニック,130-0022,"東京都墨田区江東橋２－１９－７
富士ソフトビル１５Ｆ",03(5624)5320,"3,080 ",○,満16歳以上,○,"3,080 ",1事業所1回訪問100名以上
A130388,大倉医院,131-0031,東京都墨田区墨田１－１０－４,03(3611)4077,"3,080 ",○,6ヵ月以上,×,,
A130659,芳賀クリニック,131-0045,"東京都墨田区押上２－１２－７
セトル中ノ郷２Ｆ",03(3622)9919,"3,080 ",○,満1歳以上,×,,
A130640,押上クリニック,131-0045,東京都墨田区押上３－２－５,03(3619)6396,"3,000 ",○,満1歳以上,×,,
A130674,下鎌田診療所,132-0013,東京都江戸川区江戸川１－２９－１,03(3677)3321,"3,080 ",○,6ヵ月以上,×,,
A130342,みやクリニック,132-0034,"東京都江戸川区小松川
１－５－３－１０５",03(3681)0050,"3,080 ",○,満1歳以上,×,,
A130526,医療法人社団　天太会　ビッグオレンジクリニック,133-0052,"東京都江戸川区東小岩５－１０－１０
－１０２",045(315)6662,"3,000 ",○,満18歳以上,○,"3,000 ",1事業所1回訪問50名以上
A130871,医療法人社団晃勲会　白石医院,133-0052,東京都江戸川区東小岩４－３３－１６,03(3657)4501,"3,080 ",○,6ヵ月以上,×,,
A130873,Ｍ’ｓこどもクリニック瑞江,133-0065,"東京都江戸川区南篠崎町３－１－３
瑞江ＫＲビル２階",03(6231)8388,"3,000 ",○,6ヵ月以上,×,,
